organization_name,org_type,amenity,healthcare,social_facility,address,city,lat,lon,distance_miles
HD Physical Therapy,physiotherapist,,physiotherapist,,,,40.6616765,-73.9932854,10.04
Middle School,school,school,,,,,40.7187594,-73.6535057,10.04
Lower School,school,school,,,,,40.7183066,-73.6535084,10.04
Pre-K and Kindergarten,school,school,,,,,40.7179864,-73.6537793,10.04
Dr. Leo Parnes,doctors,doctors,doctor,,,,40.6452789,-73.973956,10.04
Yeshiva School,school,school,,,,,40.7678791,-74.0312514,10.05
Palisades Park Junior/Senior High School,school,school,,,,,40.8383804,-73.9931989,10.05
"Anthony J. Kyreakakis, M.D. Cardiology",doctors,doctors,doctor,,,,40.7443591,-74.032736,10.05
"Georgw J. Kyreakakis, M.D. Obstetrics & Gynecology",doctors,doctors,doctor,,,,40.7443899,-74.032725,10.05
"Gary Saperstein, Doctor of Optometry",optometrist,,optometrist,,3539 Riverdale Avenue,Bronx,40.8862536,-73.9071985,10.05
"Dr. Andrew G. Oliphant, DDS",dentist,dentist,dentist,,1201 Cortelyou Road,Brooklyn,40.6402192,-73.9669505,10.05
Hebrew Academy of Long Beach Elementary School,school,school,,,,,40.6326399,-73.7271354,10.05
Holy Family School,school,school,,,,,40.7741389,-74.0302114,10.05
Paul D. Schreiber High School,school,school,,,101 Campus Drive,Port Washington,40.8293869,-73.6800723,10.05
Public School 152,school,school,,,,,40.6325622,-73.9545487,10.06
High School,school,school,,,,,40.7186862,-73.6529961,10.06
Woodmere Middle School,school,school,,,1170 Peninsula Boulevard,Hewlett,40.6437617,-73.7091247,10.06
Mineola Middle School,school,school,,,200 Emory Road,Mineola,40.7432147,-73.6487483,10.06
Chaminade High School,school,school,,,,,40.7464269,-73.6486279,10.06
Hoboken Childrens Academy,school,school,,,,,40.7429843,-74.0327526,10.06
Walgreens,pharmacy,pharmacy,pharmacy,,,,40.7752003,-74.0299914,10.06
Passport Health Brooklyn Travel Clinic,clinic,clinic,clinic,,674 4th Avenue,Brooklyn,40.6632676,-73.995474,10.07
Hoboken High School,school,school,,,800 Clinton Street,Hoboken,40.7475428,-74.0330972,10.07
Al-Noor School,school,school,,,675 4th Avenue,,40.662601,-73.9947602,10.07
Montefiore Medical Group Riverdale,clinic,clinic,clinic,,3510 Johnson Avenue,Bronx,40.8859027,-73.909617,10.07
Park Avenue School,school,school,,,,,40.7634343,-73.6490179,10.08
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,565 West 235th Street,,40.8858575,-73.9104974,10.08
Obgyn Associates,doctors,doctors,doctor,,,,40.7401846,-74.0330348,10.08
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.6263261,-73.7384465,10.08
Saint Peter of Alcantara School,school,school,,,,,40.8365846,-73.6857551,10.09
Brooklyn Prospect High School,school,school,,,3002 Fort Hamilton Parkway,Brooklyn,40.6478648,-73.9786759,10.09
Saint Gabriel School,school,school,,,590 West 235th Street,,40.8857698,-73.9111182,10.09
Tiny Purple Pantry,social_facility,social_facility,,food_bank,,,40.6620617,-73.9947136,10.09
Jackson Avenue School,school,school,,,300 Jackson Avenue,Mineola,40.7453235,-73.648076,10.09
Public School 87,school,school,,,,,40.8957419,-73.8462005,10.09
Rite-Care Pharmacy,pharmacy,,pharmacy,,677 4th Avenue,,40.6625061,-73.9955796,10.1
Parkway Pharmacy,pharmacy,pharmacy,pharmacy,,Church Avenue,,40.644873,-73.9750337,10.1
Duane Reade,pharmacy,pharmacy,pharmacy,,,,40.728409,-74.0316537,10.1
Cortelyou Early Childhood Center,kindergarten,kindergarten,,,,,40.6396594,-73.9674839,10.1
Ditmas Park Wellness,clinic,clinic,physiotherapist,,1103 Cortelyou Road,,40.6398666,-73.9677387,10.1
Cortelyou Road Pediatrics & Family Medicine,doctors,doctors,doctor,,1103 Cortelyou Road,,40.639858,-73.9678132,10.1
Mustard Seed School,school,school,,,,,40.7427337,-74.0335714,10.1
Fort Lee Education Center,school,school,,,,,40.8626356,-73.963927,10.11
Honeydew on Cortelyou,kindergarten,kindergarten,,,1035 Cortelyou Road,Brooklyn,40.6397225,-73.9680535,10.11
MMG Wakefield Ambulatory Care Center,clinic,,clinic,,4234 Bronx Boulevard,Bronx,40.8954805,-73.8602671,10.12
Cosmetic Dentistry,dentist,dentist,dentist,,261 Ocean Parkway,,40.6431896,-73.9735351,10.13
Hana Spa,alternative,,alternative,,,,40.8478896,-73.9848098,10.13
Brooklyn College Academy,school,school,,,,,40.6310123,-73.9542059,10.13
Hoboken University Medical Center,hospital,hospital,hospital,,308 Willow Avenue,Hoboken,40.7413556,-74.0340099,10.13
Emerson High School,school,school,,,,,40.7633625,-74.0335101,10.13
National Dental,dentist,dentist,dentist,,215 Hillside Avenue,Williston Park,40.7551437,-73.6474554,10.13
Mount Vernon Prekindergarten Program,school,school,,,,,40.8963823,-73.830801,10.14
Duane Reade,pharmacy,pharmacy,pharmacy,,432 Baychester Avenue,,40.8965165,-73.8448298,10.14
NY Rehab Prosthetics,rehabilitation,,rehabilitation,,,,40.6573775,-73.6904471,10.14
Enso Dental Arts,dentist,dentist,dentist,,1041 Willis Ave,Albertson,40.7719233,-73.6493118,10.14
West Hempstead Secondary School,school,school,,,400 Nassau Boulevard,West Hempstead,40.6940075,-73.6617433,10.14
Joseph P. Addabbo Family Health Center,doctors,doctors,doctor,,120 Richards Street,Brooklyn,40.6778817,-74.0098317,10.15
Mixteca Organization,social_facility,social_facility,,outreach,245 23rd Street,,40.6600781,-73.9941411,10.15
Refrigerador Comunitario,social_facility,social_facility,,food_bank,,,40.6601105,-73.9942396,10.15
Longfellow Elementary School,school,school,,,,,40.8965814,-73.8303992,10.16
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,515 Burnside Avenue,,40.6218116,-73.7451286,10.16
West Hempstead Middle School,school,school,,,,,40.6942637,-73.6611201,10.16
Colin Powell Elementary School,school,school,,,1500 New York Avenue,Union City,40.7612182,-74.0342409,10.16
Saint Francis of Assisi School,school,school,,,,,40.8969444,-73.8447222,10.17
City Drugs Pharmacy,pharmacy,pharmacy,pharmacy,,422 Church Avenue,,40.6441506,-73.9758896,10.17
Kensington Dental Office,dentist,dentist,dentist,,411 Church Avenue,Brooklyn,40.6443032,-73.9761904,10.17
Kealy School,school,school,,,,,40.7428748,-74.0350708,10.18
Podiatrist,doctors,doctors,doctor,,405 Church Avenue,Brooklyn,40.6442513,-73.9763279,10.18
Urgent MD,yes,,yes,,Peninsula Boulevard,,40.6432649,-73.7065175,10.18
Urgent MD,yes,,yes,,380 Rockaway Turnpike,Cedarhurst,40.6258402,-73.7358745,10.18
West Hempstead High School,school,school,,,,,40.6929351,-73.6614183,10.18
Maurice W. Downing Elementary School,school,school,,,55 Acorn Way,Malverne,40.6764092,-73.6723521,10.18
Walgreens,pharmacy,pharmacy,pharmacy,,,,40.6356923,-73.9636913,10.18
Sands Point Center for Health and Rehabilitation,social_facility,social_facility,,nursing_home,,,40.8438414,-73.6910087,10.18
Saint Aidan School - West Campus,school,school,,,,,40.7586078,-73.6463728,10.19
Bangla Pharmacy,pharmacy,pharmacy,pharmacy,,401 Church Avenue,Brooklyn,40.6441882,-73.9764647,10.19
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.6431576,-73.7064256,10.19
CityMD,clinic,clinic,clinic,,,,40.7803534,-73.6503975,10.19
ProHealth Urgent Care,doctors,doctors,doctor,,,,40.7836746,-73.6513111,10.19
Hannah Kroner School Of Dance,school,school,,,872 Willis Avenue,,40.7683125,-73.6476876,10.19
Tribeca Pediatrics,doctor,,doctor,,732 5th Avenue,,40.6600761,-73.9951584,10.19
Robert Waters Elementary School,school,school,,,,,40.7716057,-74.0334372,10.19
Prompt-MD Urgent Care Center Of Hoboken,clinic,clinic,clinic,,309 1st St,Hoboken,40.7381033,-74.0350373,10.2
Mesivta Tiferes Yisroel,school,school,,,,,40.6233272,-73.9411093,10.2
Bergen County Debate Club,school,school,,,,,40.8590701,-73.9718841,10.2
Hoboken Family Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.7380972,-74.0349629,10.2
Franklin School,school,school,,,5211 Columbia Avenue,North Bergen,40.7879914,-74.0290084,10.2
Guggenheim Elementary School,school,school,,,,,40.8511461,-73.6989971,10.2
Newport Liberty Medical Associates,yes,,yes,,610 Washington Boulevard,,40.7302988,-74.0340433,10.21
Mother Seton School,school,school,,,1501 15th Street,Union City,40.7615792,-74.035286,10.21
Yeshiva of South Shore School,school,school,,,,,40.641664,-73.7078422,10.21
Yeshiva Ketana of Long Island,school,school,,,,,40.6202151,-73.7471416,10.21
Fieldston Middle School,school,school,,,,,40.8889937,-73.9069252,10.22
Shaler Academy,school,school,,,,,40.8301003,-74.0048615,10.22
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,633 Merrick Road,Lynbrook,40.6611844,-73.6845806,10.22
Brooklyn Seventh Day Adventist School,school,school,,,,,40.6314596,-73.9577548,10.22
Fieldston Upper School,school,school,,,,,40.8891988,-73.9069831,10.23
Fieldston Lower School,school,school,,,,,40.8891129,-73.9069632,10.23
Methodist Home for Nursing and Rehabilitation,social_facility,social_facility,,nursing_home,4499 Manhattan College Parkway,,40.8901719,-73.9031318,10.23
St. Paul's School,school,school,,,,,40.7261122,-73.6478441,10.23
Ethical Culture Fieldston School,school,school,,,,,40.889269,-73.9062918,10.23
Nassau Immediate Medical Care,clinic,clinic,,,465 Willis Avenue,Williston Park,40.7565541,-73.6455242,10.23
Pierce Country Day School,kindergarten,kindergarten,,,,,40.795486,-73.6547642,10.23
Shaler Academy,kindergarten,kindergarten,,,,,40.8304274,-74.0048865,10.23
Saint Aidan School,school,school,,,,,40.7583089,-73.6456795,10.23
Bonim Lamokom,school,school,,,,,40.6380214,-73.9691611,10.24
Torah Vodaath High School,school,school,,,,,40.6381138,-73.9691815,10.24
Yeshiva Torah Vodaath,school,school,,,,,40.6380556,-73.9691667,10.24
Red Hook Senior Center,social_facility,social_facility,,outreach,6 Wolcott Street,,40.6755982,-74.0099711,10.24
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.8616432,-73.9695088,10.25
Royal Community Care,social_facility,social_facility,,day_care,818 Coney Island Avenue,,40.6374697,-73.9684782,10.25
School Number 1,school,school,,,,,40.8674836,-73.9602099,10.25
New York Harbor School,school,school,,,550 Short Avenue,,40.6907468,-74.0204032,10.25
Mount Saint Michael Academy,school,school,,,,,40.8982726,-73.8424647,10.26
Family Health Care Plaza,clinic,clinic,,,834 Coney Island Avenue,,40.6370854,-73.9683672,10.26
Cresthill Academy,kindergarten,kindergarten,,,,,40.7385332,-74.0362048,10.26
Saint Thomas Aquinas School,school,school,,,,,40.6201431,-73.9361305,10.26
The Little Brooklyn Pre-K Center,kindergarten,kindergarten,,,219 25th Street,,40.660163,-73.9970372,10.26
Hudson Hills Senior Living,social_facility,social_facility,,group_home,3505 Bergen Turnpike,North Bergen,40.7758086,-74.0338719,10.26
Saint Aidan School - East Campus,school,school,,,,,40.7583333,-73.645,10.27
Fort Lee School № 3,school,school,,,2405 2nd St,Fort Lee,40.8648744,-73.9650973,10.27
Kaleidoscope Early Childhood Development Center,kindergarten,kindergarten,,,843 Coney Island Avenue,Brooklyn,40.6366473,-73.9678346,10.27
Roslyn Family Dental,dentist,dentist,dentist,,86 Mineola Avenue,Roslyn Heights,40.7892658,-73.6515589,10.27
Middle School/High School 141,school,school,,,660 West 237th Street,,40.8877489,-73.9141758,10.27
Public School 15 Patrick F. Daly,school,school,,,,,40.6770888,-74.0118591,10.27
John J. Daly Elementary School,school,school,,,,,40.847626,-73.693082,10.27
P.S. 230 Doris L. Cohen,school,school,,,1 Albemarle Road,Brooklyn,40.6454655,-73.9804917,10.27
BASIS Independent Brooklyn,school,school,,,556 Columbia Street,Brooklyn,40.6731356,-74.0090663,10.28
Winthrop Cardiology Associates,centre,,centre,,212 West Jericho Turnpike,Mineola,40.7483474,-73.644413,10.28
Miftaahul Uloom Academy,school,school,,,501 15th Street,Union City,40.7616062,-74.0368061,10.29
Dental 365,dentist,dentist,dentist,,593 Merrick Road,Lynbrook,40.6605675,-73.6833443,10.3
Hoboken Catholic Academy,school,school,,,555 7th St,Hoboken,40.7460758,-74.037493,10.3
Meadow Drive School,school,school,,,205 Meadow Drive,Albertson,40.7720547,-73.6462305,10.3
Public School 62,school,school,,,,,40.6382088,-73.9711834,10.3
North Hudson Academy,school,school,,,,,40.7842534,-74.0322135,10.3
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.7178284,-74.0330642,10.31
M&G Dental Center,dentist,dentist,dentist,,,,40.6600458,-73.9981329,10.31
Walgreens,pharmacy,pharmacy,pharmacy,,4401 White Plains Road,,40.8986736,-73.8543787,10.31
CityMD Urgent Care,centre,,centre,,585 Merrick Road,Lynbrook,40.6604834,-73.6830025,10.31
Live Well Medical Care,doctors,doctors,doctor,,,,40.6432603,-73.9786944,10.31
New Jersey Coffee School,school,school,,,720 Monroe Street,Hoboken,40.7475399,-74.0377815,10.31
Cornwell Avenue Elementary School,school,school,,,250 Cornwell Avenue,West Hempstead,40.6853435,-73.663178,10.31
Number Two School (Lawrence Primary School),school,school,,,1 Donahue Avenue,Inwood,40.618,-73.7485289,10.31
Public School 30,school,school,,,,,40.6782219,-74.0135159,10.31
Image Prescription Center,pharmacy,pharmacy,pharmacy,,,,40.6432114,-73.9788243,10.32
Lawrence Woodmere Academy,school,school,,,,,40.6352407,-73.7144666,10.32
Schechter School of Long Island,school,school,,,,,40.7581094,-73.6439094,10.32
William L. Buck Elementary School,school,school,,,,,40.6527544,-73.690994,10.32
Nate's Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.6771632,-74.0133108,10.33
John J. Choi DDS,dentist,dentist,dentist,,210 Sylvan Avenue,Englewood Cliffs,40.8715223,-73.9555608,10.33
Franklin Early Childhood Center,school,school,,,1180 Henrietta Place,Hewlett,40.6398784,-73.7070423,10.33
Multispecialty Mecical Office,clinic,clinic,clinic,,113 Church Avenue,,40.6431521,-73.979073,10.33
George Washington School,school,school,,,347 Williams Street,West Hempstead,40.7064055,-73.6519396,10.33
Marini & Manci,dentist,dentist,dentist,,,,40.762371,-74.0376389,10.34
Professional Medical Plaza,clinic,,clinic,,,,40.6384125,-73.9725721,10.34
Family Chiropractic,doctors,doctors,doctor,,301 Hempstead Avenue,Malverne,40.6760449,-73.6691134,10.34
Dr. Irlene Antunes Siegel General Dentistry,dentist,dentist,dentist,,Mineola Boulevard,,40.7468327,-73.6432181,10.34
Union City High School,school,school,,,2500 John F. Kennedy Boulevard,Union City,40.7702197,-74.0365485,10.34
Dental Works,dentist,dentist,dentist,,322 Hempstead Avenue,Malverne,40.6765139,-73.6683931,10.35
Village Medical,doctors,doctors,doctor,,306 Hempstead Avenue,Malverne,40.6761304,-73.6686968,10.35
Swift Urgent Care,clinic,clinic,clinic,,,,40.6427684,-73.9790547,10.35
M&M Dental Office,dentist,dentist,dentist,,,,40.6427577,-73.979122,10.35
Walgreens,pharmacy,pharmacy,pharmacy,,114 Beverley Road,,40.6425175,-73.9787856,10.35
South Brooklyn Community High School,school,school,,,,,40.6777951,-74.0141501,10.35
Jose Marti Freshman Academy,school,school,,,1800 Summit Avenue,Union City,40.7661572,-74.0373283,10.35
Emerald Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.8983952,-73.8676323,10.36
Garden City Middle School,school,school,,,98 Cherry Valley Avenue,Garden City,40.723844,-73.64582,10.36
Brooklyn Medical Services,clinic,clinic,clinic,,446 McDonald Avenue,,40.6431513,-73.9798752,10.36
West End Elementary School,school,school,,,30 Clark Avenue,Lynbrook,40.6632058,-73.6793734,10.36
Horace Mann School,school,school,,,231 West 246 Street,Bronx,40.8932039,-73.8988401,10.36
Hebrew Academy of Nassau County,school,school,,,609 Hempstead Avenue,West Hempstead,40.6936741,-73.6574255,10.36
Cecil H Parker Elementary School,school,school,,,,,40.8998216,-73.834023,10.37
New Express Pharmacy,pharmacy,pharmacy,pharmacy,,99 Church Avenue,,40.6428535,-73.9796719,10.37
Lai Acupuncture,alternative,,alternative,,Mineola Boulevard,,40.7458641,-73.6426822,10.37
Deshbangla Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.6424384,-73.9791573,10.37
Jubilee Center,school,school,,,601-603 Jackson St,Hoboken,40.7453495,-74.0388724,10.37
Slocum-Skewes Elementary School,school,school,,,,,40.8364891,-74.0029169,10.38
Dr. Rubin DDS,dentist,dentist,dentist,,230 Mineola Boulevard,Mineola,40.746516,-73.6426048,10.38
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.7197406,-74.035376,10.4
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.851927,-73.986771,10.4
Akash Medical Care,doctors,doctors,doctor,,,,40.6427523,-73.9803166,10.4
Saboor Waizun Medical,doctors,doctors,doctor,,,,40.6421838,-73.9795418,10.4
Millennium Dialysis,clinic,clinic,dialysis,,,,40.6277269,-73.9570524,10.4
Millenium Ambulatory Surgical Center,clinic,clinic,clinic,,Ocean Avenue,Brooklyn,40.6277345,-73.9569852,10.4
Thomas G. Connors Primary School,school,school,,,201 Monroe Street,Hoboken,40.7405396,-74.03916,10.4
NYU Winthrop Hospital,hospital,hospital,hospital,,259 1st Street,Mineola,40.7408293,-73.6424118,10.4
Public School 19,school,school,,,,,40.8991822,-73.8672264,10.41
Latina Medical Office,doctors,doctors,doctor,,188 Dahill Road,Brooklyn,40.6427055,-73.9806569,10.41
West Hempstead Dental,dentist,dentist,dentist,,561 Hempstead Avenue,West Hempstead,40.6946863,-73.6558774,10.41
Janata Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.6423355,-73.9801525,10.41
Quest Diagnostics,sample_collection,,sample_collection,,82 Church Avenue,,40.6423708,-73.9800869,10.41
"Better Medical Health, P.C. Open MRI",yes,,yes,,,,40.6277116,-73.9571868,10.41
Ocean Orthopedics and Podiatry,doctor,,doctor,,,,40.6277193,-73.9571196,10.41
Saint Francis Academy,school,school,,,,,40.7638522,-74.0387467,10.41
Dahill Pharmacy,pharmacy,pharmacy,pharmacy,,73 Church Avenue,Brooklyn,40.6424577,-73.9806106,10.42
Dr. Lotus Ahmed,doctor,,doctor,,,,40.6415659,-73.9794434,10.42
Public School 179,school,school,,,,,40.6401252,-73.9772521,10.42
Cohen's Fashion Optical,optometrist,,optometrist,,,,40.727672,-74.0377091,10.42
Siwanoy School,school,school,,,489 Siwanoy Place,Pelham,40.8986898,-73.8092657,10.42
Dr. Sadia Shah,doctor,,doctor,,,,40.6415351,-73.9794391,10.43
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.6879877,-73.6589984,10.43
Option Care Infusion Suites,infusion_centre,,infusion_centre,,1035 Coney Island Avenue,,40.6328301,-73.9667312,10.43
Walgreens,pharmacy,pharmacy,pharmacy,,2325 Flatbush Avenue,Brooklyn,40.6136626,-73.9266783,10.43
Lindbergh Elementary School,school,school,,,,,40.8484333,-73.9920832,10.44
Saint Matthews School,school,school,,,,,40.834267,-74.0062504,10.44
Number 2 Elementary School,school,school,,,2047 Jones Road,Fort Lee,40.8589908,-73.9788413,10.44
Haque Medical Office,doctors,doctors,doctor,,,,40.6410941,-73.979357,10.44
Podiatrist,doctors,doctors,doctor,,484 Hempstead Avenue,Malverne,40.6806256,-73.6636394,10.44
Quest Diagnostics,sample_collection,,sample_collection,,1041 Coney Island Avenue,,40.6326019,-73.9666657,10.44
Brooklyn Emerge,social_facility,social_facility,,outreach,,,40.6295265,-73.9613916,10.44
Veterans' Memorial School,school,school,,,1401 Central Avenue,Union City,40.7624376,-74.0395553,10.44
Nassau School,school,school,,,,,40.7481568,-73.6412401,10.45
Jersey City Dental Spa,dentist,dentist,dentist,,31 Montgomery Street,Jersey City,40.7161992,-74.0355009,10.45
Country Foot Care,podiatrist,,podiatrist,,155 B Mineola Boulevard,,40.7434307,-73.6412661,10.45
Lynbrook North Middle School,school,school,,,529 Merrick Road,Lynbrook,40.660135,-73.6801838,10.45
